Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cd10	cd135	cd34	cd38	cd45ra	cd49f	cd7	cd90	facs_time	fsc_a	fsc_h	fsc_w	genotype	lin	platform	protocol	source_name	ssc_a	ssc_h	ssc_w	strain	tissue	Run_s
RNA-Seq		200	PRJNA304408	SAMN04300476	GEO	public	sra	ncbi	SRX1454104	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	5	3	Homo sapiens	ILLUMINA	2017-01-19	SRR2963485	SRS1182463	SRP066781	GSM1955896		1031.0	2568.0	9187.0	344.0	359.0	472.0	149.0	3239.0	2465.0	111413.0	107488.0	67929.0		749.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	43401.0	43168.0	65890.0			SRR2963485
RNA-Seq		200	PRJNA304408	SAMN04300476	GEO	public	sra	ncbi	SRX1454104	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	9	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963486	SRS1182463	SRP066781	GSM1955896		1031.0	2568.0	9187.0	344.0	359.0	472.0	149.0	3239.0	2465.0	111413.0	107488.0	67929.0		749.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	43401.0	43168.0	65890.0			SRR2963486
RNA-Seq		200	PRJNA304408	SAMN04300476	GEO	public	sra	ncbi	SRX1454104	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	8	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963487	SRS1182463	SRP066781	GSM1955896		1031.0	2568.0	9187.0	344.0	359.0	472.0	149.0	3239.0	2465.0	111413.0	107488.0	67929.0		749.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	43401.0	43168.0	65890.0			SRR2963487
RNA-Seq		200	PRJNA304408	SAMN04300477	GEO	public	sra	ncbi	SRX1454105	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	5	3	Homo sapiens	ILLUMINA	2017-01-19	SRR2963488	SRS1182462	SRP066781	GSM1955897		1026.0	1570.0	12528.0	258.0	299.0	669.0	169.0	6251.0	2659.0	94298.0	92153.0	67062.0		-173.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	79093.0	80461.0	64422.0			SRR2963488
RNA-Seq		200	PRJNA304408	SAMN04300477	GEO	public	sra	ncbi	SRX1454105	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	9	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963489	SRS1182462	SRP066781	GSM1955897		1026.0	1570.0	12528.0	258.0	299.0	669.0	169.0	6251.0	2659.0	94298.0	92153.0	67062.0		-173.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	79093.0	80461.0	64422.0			SRR2963489
RNA-Seq		200	PRJNA304408	SAMN04300477	GEO	public	sra	ncbi	SRX1454105	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	8	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963490	SRS1182462	SRP066781	GSM1955897		1026.0	1570.0	12528.0	258.0	299.0	669.0	169.0	6251.0	2659.0	94298.0	92153.0	67062.0		-173.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	79093.0	80461.0	64422.0			SRR2963490
RNA-Seq		200	PRJNA304408	SAMN04300478	GEO	public	sra	ncbi	SRX1454106	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	51	31	Homo sapiens	ILLUMINA	2017-01-19	SRR2963491	SRS1182461	SRP066781	GSM1955898		1390.0	6031.0	12574.0	855.0	5344.0	370.0	159.0	191.0	2859.0	121756.0	115568.0	69045.0		65.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56061.0	54580.0	67314.0			SRR2963491
RNA-Seq		200	PRJNA304408	SAMN04300478	GEO	public	sra	ncbi	SRX1454106	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	73	47	Homo sapiens	ILLUMINA	2017-01-19	SRR2963492	SRS1182461	SRP066781	GSM1955898		1390.0	6031.0	12574.0	855.0	5344.0	370.0	159.0	191.0	2859.0	121756.0	115568.0	69045.0		65.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56061.0	54580.0	67314.0			SRR2963492
RNA-Seq		200	PRJNA304408	SAMN04300478	GEO	public	sra	ncbi	SRX1454106	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	71	46	Homo sapiens	ILLUMINA	2017-01-19	SRR2963493	SRS1182461	SRP066781	GSM1955898		1390.0	6031.0	12574.0	855.0	5344.0	370.0	159.0	191.0	2859.0	121756.0	115568.0	69045.0		65.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56061.0	54580.0	67314.0			SRR2963493
RNA-Seq		200	PRJNA304408	SAMN04300479	GEO	public	sra	ncbi	SRX1454107	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	1	1	Homo sapiens	ILLUMINA	2017-01-19	SRR2963494	SRS1182459	SRP066781	GSM1955899		2858.0	10004.0	5241.0	281.0	2945.0	1182.0	67.0	1500.0	3079.0	97742.0	97487.0	65708.0		766.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45009.0	44491.0	66298.0			SRR2963494
RNA-Seq		200	PRJNA304408	SAMN04300479	GEO	public	sra	ncbi	SRX1454107	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	3	2	Homo sapiens	ILLUMINA	2017-01-19	SRR2963495	SRS1182459	SRP066781	GSM1955899		2858.0	10004.0	5241.0	281.0	2945.0	1182.0	67.0	1500.0	3079.0	97742.0	97487.0	65708.0		766.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45009.0	44491.0	66298.0			SRR2963495
RNA-Seq		200	PRJNA304408	SAMN04300479	GEO	public	sra	ncbi	SRX1454107	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	3	2	Homo sapiens	ILLUMINA	2017-01-19	SRR2963496	SRS1182459	SRP066781	GSM1955899		2858.0	10004.0	5241.0	281.0	2945.0	1182.0	67.0	1500.0	3079.0	97742.0	97487.0	65708.0		766.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45009.0	44491.0	66298.0			SRR2963496
RNA-Seq		200	PRJNA304408	SAMN04300480	GEO	public	sra	ncbi	SRX1454108	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	41	25	Homo sapiens	ILLUMINA	2017-01-19	SRR2963497	SRS1182457	SRP066781	GSM1955900		-1893.0	6017.0	7801.0	-2666.0	226.0	177.0	4096.0	2056.0	3268.0	85251.0	84440.0	66166.0		769.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45896.0	45128.0	66651.0			SRR2963497
RNA-Seq		200	PRJNA304408	SAMN04300480	GEO	public	sra	ncbi	SRX1454108	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	62	39	Homo sapiens	ILLUMINA	2017-01-19	SRR2963498	SRS1182457	SRP066781	GSM1955900		-1893.0	6017.0	7801.0	-2666.0	226.0	177.0	4096.0	2056.0	3268.0	85251.0	84440.0	66166.0		769.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45896.0	45128.0	66651.0			SRR2963498
RNA-Seq		200	PRJNA304408	SAMN04300480	GEO	public	sra	ncbi	SRX1454108	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	60	38	Homo sapiens	ILLUMINA	2017-01-19	SRR2963499	SRS1182457	SRP066781	GSM1955900		-1893.0	6017.0	7801.0	-2666.0	226.0	177.0	4096.0	2056.0	3268.0	85251.0	84440.0	66166.0		769.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45896.0	45128.0	66651.0			SRR2963499
RNA-Seq		200	PRJNA304408	SAMN04300481	GEO	public	sra	ncbi	SRX1454109	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	8	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963500	SRS1182460	SRP066781	GSM1955901		801.0	2346.0	5548.0	746.0	484.0	525.0	61.0	7367.0	3479.0	120129.0	118252.0	66576.0		542.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	47381.0	47880.0	64853.0			SRR2963500
RNA-Seq		200	PRJNA304408	SAMN04300481	GEO	public	sra	ncbi	SRX1454109	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	9	Homo sapiens	ILLUMINA	2017-01-19	SRR2963501	SRS1182460	SRP066781	GSM1955901		801.0	2346.0	5548.0	746.0	484.0	525.0	61.0	7367.0	3479.0	120129.0	118252.0	66576.0		542.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	47381.0	47880.0	64853.0			SRR2963501
RNA-Seq		200	PRJNA304408	SAMN04300481	GEO	public	sra	ncbi	SRX1454109	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	8	Homo sapiens	ILLUMINA	2017-01-19	SRR2963502	SRS1182460	SRP066781	GSM1955901		801.0	2346.0	5548.0	746.0	484.0	525.0	61.0	7367.0	3479.0	120129.0	118252.0	66576.0		542.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	47381.0	47880.0	64853.0			SRR2963502
RNA-Seq		200	PRJNA304408	SAMN04300994	GEO	public	sra	ncbi	SRX1454110	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	6	4	Homo sapiens	ILLUMINA	2017-01-19	SRR2963503	SRS1182458	SRP066781	GSM1955902		8194.0	7290.0	4047.0	-28.0	5549.0	1036.0	566.0	118.0	3682.0	108445.0	115328.0	61625.0		-170.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55907.0	54352.0	67412.0			SRR2963503
RNA-Seq		200	PRJNA304408	SAMN04300994	GEO	public	sra	ncbi	SRX1454110	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	10	7	Homo sapiens	ILLUMINA	2017-01-19	SRR2963504	SRS1182458	SRP066781	GSM1955902		8194.0	7290.0	4047.0	-28.0	5549.0	1036.0	566.0	118.0	3682.0	108445.0	115328.0	61625.0		-170.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55907.0	54352.0	67412.0			SRR2963504
RNA-Seq		200	PRJNA304408	SAMN04300994	GEO	public	sra	ncbi	SRX1454110	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	10	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963505	SRS1182458	SRP066781	GSM1955902		8194.0	7290.0	4047.0	-28.0	5549.0	1036.0	566.0	118.0	3682.0	108445.0	115328.0	61625.0		-170.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55907.0	54352.0	67412.0			SRR2963505
RNA-Seq		200	PRJNA304408	SAMN04300482	GEO	public	sra	ncbi	SRX1454111	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	52	31	Homo sapiens	ILLUMINA	2017-01-19	SRR2963506	SRS1182456	SRP066781	GSM1955903		135.0	3133.0	9298.0	552.0	222.0	275.0	471.0	1909.0	3943.0	101450.0	100380.0	66235.0		-416.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56400.0	55228.0	66927.0			SRR2963506
RNA-Seq		200	PRJNA304408	SAMN04300482	GEO	public	sra	ncbi	SRX1454111	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	84	53	Homo sapiens	ILLUMINA	2017-01-19	SRR2963507	SRS1182456	SRP066781	GSM1955903		135.0	3133.0	9298.0	552.0	222.0	275.0	471.0	1909.0	3943.0	101450.0	100380.0	66235.0		-416.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56400.0	55228.0	66927.0			SRR2963507
RNA-Seq		200	PRJNA304408	SAMN04300482	GEO	public	sra	ncbi	SRX1454111	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	82	52	Homo sapiens	ILLUMINA	2017-01-19	SRR2963508	SRS1182456	SRP066781	GSM1955903		135.0	3133.0	9298.0	552.0	222.0	275.0	471.0	1909.0	3943.0	101450.0	100380.0	66235.0		-416.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56400.0	55228.0	66927.0			SRR2963508
RNA-Seq		200	PRJNA304408	SAMN04300992	GEO	public	sra	ncbi	SRX1454112	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	61	37	Homo sapiens	ILLUMINA	2017-01-19	SRR2963509	SRS1182455	SRP066781	GSM1955904		1070.0	5013.0	6592.0	718.0	134.0	617.0	-81.0	1648.0	4149.0	116939.0	119378.0	64197.0		507.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73908.0	70786.0	68426.0			SRR2963509
RNA-Seq		200	PRJNA304408	SAMN04300992	GEO	public	sra	ncbi	SRX1454112	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	91	58	Homo sapiens	ILLUMINA	2017-01-19	SRR2963510	SRS1182455	SRP066781	GSM1955904		1070.0	5013.0	6592.0	718.0	134.0	617.0	-81.0	1648.0	4149.0	116939.0	119378.0	64197.0		507.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73908.0	70786.0	68426.0			SRR2963510
RNA-Seq		200	PRJNA304408	SAMN04300992	GEO	public	sra	ncbi	SRX1454112	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	89	56	Homo sapiens	ILLUMINA	2017-01-19	SRR2963511	SRS1182455	SRP066781	GSM1955904		1070.0	5013.0	6592.0	718.0	134.0	617.0	-81.0	1648.0	4149.0	116939.0	119378.0	64197.0		507.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73908.0	70786.0	68426.0			SRR2963511
RNA-Seq		200	PRJNA304408	SAMN04300993	GEO	public	sra	ncbi	SRX1454113	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	20	12	Homo sapiens	ILLUMINA	2017-01-19	SRR2963512	SRS1182454	SRP066781	GSM1955905		147.0	4534.0	6891.0	840.0	255.0	446.0	507.0	690.0	6695.0	98152.0	97074.0	66263.0		-136.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51974.0	50866.0	66963.0			SRR2963512
RNA-Seq		200	PRJNA304408	SAMN04300993	GEO	public	sra	ncbi	SRX1454113	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	34	21	Homo sapiens	ILLUMINA	2017-01-19	SRR2963513	SRS1182454	SRP066781	GSM1955905		147.0	4534.0	6891.0	840.0	255.0	446.0	507.0	690.0	6695.0	98152.0	97074.0	66263.0		-136.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51974.0	50866.0	66963.0			SRR2963513
RNA-Seq		200	PRJNA304408	SAMN04300993	GEO	public	sra	ncbi	SRX1454113	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	33	21	Homo sapiens	ILLUMINA	2017-01-19	SRR2963514	SRS1182454	SRP066781	GSM1955905		147.0	4534.0	6891.0	840.0	255.0	446.0	507.0	690.0	6695.0	98152.0	97074.0	66263.0		-136.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51974.0	50866.0	66963.0			SRR2963514
RNA-Seq		200	PRJNA304408	SAMN04300995	GEO	public	sra	ncbi	SRX1454114	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	81	49	Homo sapiens	ILLUMINA	2017-01-19	SRR2963515	SRS1182453	SRP066781	GSM1955906		785.0	2406.0	4708.0	1004.0	608.0	785.0	221.0	332.0	6462.0	114274.0	111152.0	67377.0		-227.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	52030.0	51152.0	66661.0			SRR2963515
RNA-Seq		200	PRJNA304408	SAMN04300995	GEO	public	sra	ncbi	SRX1454114	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	119	76	Homo sapiens	ILLUMINA	2017-01-19	SRR2963516	SRS1182453	SRP066781	GSM1955906		785.0	2406.0	4708.0	1004.0	608.0	785.0	221.0	332.0	6462.0	114274.0	111152.0	67377.0		-227.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	52030.0	51152.0	66661.0			SRR2963516
RNA-Seq		200	PRJNA304408	SAMN04300995	GEO	public	sra	ncbi	SRX1454114	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	116	74	Homo sapiens	ILLUMINA	2017-01-19	SRR2963517	SRS1182453	SRP066781	GSM1955906		785.0	2406.0	4708.0	1004.0	608.0	785.0	221.0	332.0	6462.0	114274.0	111152.0	67377.0		-227.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	52030.0	51152.0	66661.0			SRR2963517
RNA-Seq		200	PRJNA304408	SAMN04300996	GEO	public	sra	ncbi	SRX1454115	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	11	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963518	SRS1182452	SRP066781	GSM1955907		880.0	4188.0	7533.0	670.0	311.0	462.0	193.0	6264.0	6254.0	132638.0	126399.0	68771.0		432.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63402.0	61375.0	67700.0			SRR2963518
RNA-Seq		200	PRJNA304408	SAMN04300996	GEO	public	sra	ncbi	SRX1454115	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	17	11	Homo sapiens	ILLUMINA	2017-01-19	SRR2963519	SRS1182452	SRP066781	GSM1955907		880.0	4188.0	7533.0	670.0	311.0	462.0	193.0	6264.0	6254.0	132638.0	126399.0	68771.0		432.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63402.0	61375.0	67700.0			SRR2963519
RNA-Seq		200	PRJNA304408	SAMN04300996	GEO	public	sra	ncbi	SRX1454115	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	16	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963520	SRS1182452	SRP066781	GSM1955907		880.0	4188.0	7533.0	670.0	311.0	462.0	193.0	6264.0	6254.0	132638.0	126399.0	68771.0		432.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63402.0	61375.0	67700.0			SRR2963520
RNA-Seq		200	PRJNA304408	SAMN04300997	GEO	public	sra	ncbi	SRX1454116	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	15	9	Homo sapiens	ILLUMINA	2017-01-19	SRR2963521	SRS1182451	SRP066781	GSM1955908		632.0	3161.0	4565.0	512.0	265.0	977.0	235.0	4386.0	6042.0	106075.0	107161.0	64872.0		114.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56342.0	57117.0	64646.0			SRR2963521
RNA-Seq		200	PRJNA304408	SAMN04300997	GEO	public	sra	ncbi	SRX1454116	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	25	16	Homo sapiens	ILLUMINA	2017-01-19	SRR2963522	SRS1182451	SRP066781	GSM1955908		632.0	3161.0	4565.0	512.0	265.0	977.0	235.0	4386.0	6042.0	106075.0	107161.0	64872.0		114.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56342.0	57117.0	64646.0			SRR2963522
RNA-Seq		200	PRJNA304408	SAMN04300997	GEO	public	sra	ncbi	SRX1454116	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	24	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963523	SRS1182451	SRP066781	GSM1955908		632.0	3161.0	4565.0	512.0	265.0	977.0	235.0	4386.0	6042.0	106075.0	107161.0	64872.0		114.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56342.0	57117.0	64646.0			SRR2963523
RNA-Seq		200	PRJNA304408	SAMN04300998	GEO	public	sra	ncbi	SRX1454117	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	96	58	Homo sapiens	ILLUMINA	2017-01-19	SRR2963524	SRS1182450	SRP066781	GSM1955909		904.0	3427.0	7009.0	1161.0	553.0	583.0	-99.0	2541.0	5827.0	114456.0	110992.0	67582.0		0.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69529.0	66896.0	68115.0			SRR2963524
RNA-Seq		200	PRJNA304408	SAMN04300998	GEO	public	sra	ncbi	SRX1454117	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	154	98	Homo sapiens	ILLUMINA	2017-01-19	SRR2963525	SRS1182450	SRP066781	GSM1955909		904.0	3427.0	7009.0	1161.0	553.0	583.0	-99.0	2541.0	5827.0	114456.0	110992.0	67582.0		0.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69529.0	66896.0	68115.0			SRR2963525
RNA-Seq		200	PRJNA304408	SAMN04300998	GEO	public	sra	ncbi	SRX1454117	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	151	96	Homo sapiens	ILLUMINA	2017-01-19	SRR2963526	SRS1182450	SRP066781	GSM1955909		904.0	3427.0	7009.0	1161.0	553.0	583.0	-99.0	2541.0	5827.0	114456.0	110992.0	67582.0		0.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69529.0	66896.0	68115.0			SRR2963526
RNA-Seq		200	PRJNA304408	SAMN04300999	GEO	public	sra	ncbi	SRX1454118	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	95	58	Homo sapiens	ILLUMINA	2017-01-19	SRR2963527	SRS1182449	SRP066781	GSM1955910		1110.0	2520.0	8156.0	618.0	209.0	512.0	-239.0	2793.0	5632.0	93527.0	90857.0	67462.0		61.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58455.0	57513.0	66610.0			SRR2963527
RNA-Seq		200	PRJNA304408	SAMN04300999	GEO	public	sra	ncbi	SRX1454118	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	136	87	Homo sapiens	ILLUMINA	2017-01-19	SRR2963528	SRS1182449	SRP066781	GSM1955910		1110.0	2520.0	8156.0	618.0	209.0	512.0	-239.0	2793.0	5632.0	93527.0	90857.0	67462.0		61.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58455.0	57513.0	66610.0			SRR2963528
RNA-Seq		200	PRJNA304408	SAMN04300999	GEO	public	sra	ncbi	SRX1454118	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	132	85	Homo sapiens	ILLUMINA	2017-01-19	SRR2963529	SRS1182449	SRP066781	GSM1955910		1110.0	2520.0	8156.0	618.0	209.0	512.0	-239.0	2793.0	5632.0	93527.0	90857.0	67462.0		61.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58455.0	57513.0	66610.0			SRR2963529
RNA-Seq		200	PRJNA304408	SAMN04301000	GEO	public	sra	ncbi	SRX1454119	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	10	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963530	SRS1182448	SRP066781	GSM1955911		738.0	2591.0	4313.0	1172.0	115.0	662.0	-314.0	1318.0	5433.0	101473.0	98016.0	67847.0		-128.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63480.0	59316.0	70136.0			SRR2963530
RNA-Seq		200	PRJNA304408	SAMN04301000	GEO	public	sra	ncbi	SRX1454119	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	17	11	Homo sapiens	ILLUMINA	2017-01-19	SRR2963531	SRS1182448	SRP066781	GSM1955911		738.0	2591.0	4313.0	1172.0	115.0	662.0	-314.0	1318.0	5433.0	101473.0	98016.0	67847.0		-128.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63480.0	59316.0	70136.0			SRR2963531
RNA-Seq		200	PRJNA304408	SAMN04301000	GEO	public	sra	ncbi	SRX1454119	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	16	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963532	SRS1182448	SRP066781	GSM1955911		738.0	2591.0	4313.0	1172.0	115.0	662.0	-314.0	1318.0	5433.0	101473.0	98016.0	67847.0		-128.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63480.0	59316.0	70136.0			SRR2963532
RNA-Seq		200	PRJNA304408	SAMN04301001	GEO	public	sra	ncbi	SRX1454120	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	70	42	Homo sapiens	ILLUMINA	2017-01-19	SRR2963533	SRS1182447	SRP066781	GSM1955912		441.0	4962.0	4751.0	673.0	5705.0	1366.0	486.0	-91.0	5234.0	103027.0	101064.0	66809.0		21.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61513.0	59788.0	67426.0			SRR2963533
RNA-Seq		200	PRJNA304408	SAMN04301001	GEO	public	sra	ncbi	SRX1454120	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	103	66	Homo sapiens	ILLUMINA	2017-01-19	SRR2963534	SRS1182447	SRP066781	GSM1955912		441.0	4962.0	4751.0	673.0	5705.0	1366.0	486.0	-91.0	5234.0	103027.0	101064.0	66809.0		21.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61513.0	59788.0	67426.0			SRR2963534
RNA-Seq		200	PRJNA304408	SAMN04301001	GEO	public	sra	ncbi	SRX1454120	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	100	64	Homo sapiens	ILLUMINA	2017-01-19	SRR2963535	SRS1182447	SRP066781	GSM1955912		441.0	4962.0	4751.0	673.0	5705.0	1366.0	486.0	-91.0	5234.0	103027.0	101064.0	66809.0		21.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61513.0	59788.0	67426.0			SRR2963535
RNA-Seq		200	PRJNA304408	SAMN04301002	GEO	public	sra	ncbi	SRX1454121	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963536	SRS1182446	SRP066781	GSM1955913		565.0	4815.0	7566.0	678.0	124.0	601.0	523.0	3759.0	4989.0	99212.0	100109.0	64949.0		-421.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56546.0	56621.0	65449.0			SRR2963536
