Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06614400	sra unknown_contigs	SRX2650740	other	2017-03-17	30	10	SRR5354515	SRS2055934	SRP102089	GSM2541443	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614397	sra unknown_contigs	SRX2650743	other	2017-03-17	203	78	SRR5354518	SRS2055935	SRP102089	GSM2541446	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614518	sra unknown_contigs	SRX2650745	other	2017-03-17	47	16	SRR5354520	SRS2055936	SRP102089	GSM2541448	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614519	sra unknown_contigs	SRX2650744	other	2017-03-17	35	12	SRR5354519	SRS2055937	SRP102089	GSM2541447	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614517	sra unknown_contigs	SRX2650746	other	2017-03-17	38	13	SRR5354521	SRS2055938	SRP102089	GSM2541449	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614516	sra unknown_contigs	SRX2650747	other	2017-03-17	75	28	SRR5354522	SRS2055939	SRP102089	GSM2541450	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614515	sra unknown_contigs	SRX2650748	other	2017-03-17	28	8	SRR5354523	SRS2055940	SRP102089	GSM2541451	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614513	sra unknown_contigs	SRX2650750	other	2017-03-17	717	285	SRR5354525	SRS2055941	SRP102089	GSM2541453	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614514	sra unknown_contigs	SRX2650749	other	2017-03-17	85	33	SRR5354524	SRS2055942	SRP102089	GSM2541452	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614512	sra unknown_contigs	SRX2650751	other	2017-03-17	93	34	SRR5354526	SRS2055943	SRP102089	GSM2541454	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613878	sra unknown_contigs	SRX2650752	other	2017-03-17	70	26	SRR5354527	SRS2055944	SRP102089	GSM2541455	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613877	sra unknown_contigs	SRX2650753	other	2017-03-17	67	24	SRR5354528	SRS2055945	SRP102089	GSM2541456	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613874	sra unknown_contigs	SRX2650756	other	2017-03-17	52	20	SRR5354531	SRS2055946	SRP102089	GSM2541459	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613876	sra unknown_contigs	SRX2650754	other	2017-03-17	25	9	SRR5354529	SRS2055947	SRP102089	GSM2541457	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613873	sra	SRX2650757	other	2017-03-17	22	8	SRR5354532	SRS2055948	SRP102089	GSM2541460	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613875	sra	SRX2650755	other	2017-03-17	7	2	SRR5354530	SRS2055949	SRP102089	GSM2541458	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613871	sra unknown_contigs	SRX2650759	other	2017-03-17	17	6	SRR5354534	SRS2055950	SRP102089	GSM2541462	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613872	sra unknown_contigs	SRX2650758	other	2017-03-17	26	10	SRR5354533	SRS2055951	SRP102089	GSM2541461	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613870	sra	SRX2650760	other	2017-03-17	12	4	SRR5354535	SRS2055952	SRP102089	GSM2541463	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613868	sra unknown_contigs	SRX2650762	other	2017-03-17	26	9	SRR5354537	SRS2055953	SRP102089	GSM2541465	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613867	sra unknown_contigs	SRX2650763	other	2017-03-17	12	4	SRR5354538	SRS2055954	SRP102089	GSM2541466	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613865	sra unknown_contigs	SRX2650765	other	2017-03-17	16	6	SRR5354540	SRS2055955	SRP102089	GSM2541468	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613869	sra	SRX2650761	other	2017-03-17	11	4	SRR5354536	SRS2055956	SRP102089	GSM2541464	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613862	sra	SRX2650768	other	2017-03-17	11	4	SRR5354543	SRS2055957	SRP102089	GSM2541471	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613864	sra unknown_contigs	SRX2650766	other	2017-03-17	43	15	SRR5354541	SRS2055958	SRP102089	GSM2541469	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613866	sra	SRX2650764	other	2017-03-17	62	22	SRR5354539	SRS2055959	SRP102089	GSM2541467	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613863	sra	SRX2650767	other	2017-03-17	7	2	SRR5354542	SRS2055960	SRP102089	GSM2541470	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613860	sra unknown_contigs	SRX2650770	other	2017-03-17	48	18	SRR5354545	SRS2055961	SRP102089	GSM2541473	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613861	sra unknown_contigs	SRX2650769	other	2017-03-17	78	28	SRR5354544	SRS2055962	SRP102089	GSM2541472	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613859	sra	SRX2650771	other	2017-03-17	8	2	SRR5354546	SRS2055963	SRP102089	GSM2541474	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613858	sra unknown_contigs	SRX2650772	other	2017-03-17	140	51	SRR5354547	SRS2055964	SRP102089	GSM2541475	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613857	sra	SRX2650773	other	2017-03-17	29	11	SRR5354548	SRS2055965	SRP102089	GSM2541476	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613856	sra unknown_contigs	SRX2650774	other	2017-03-17	8	3	SRR5354549	SRS2055966	SRP102089	GSM2541477	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613855	sra unknown_contigs	SRX2650775	other	2017-03-17	19	7	SRR5354550	SRS2055967	SRP102089	GSM2541478	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613854	sra unknown_contigs	SRX2650776	other	2017-03-17	18	6	SRR5354551	SRS2055968	SRP102089	GSM2541479	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613852	sra unknown_contigs	SRX2650778	other	2017-03-17	51	18	SRR5354553	SRS2055969	SRP102089	GSM2541481	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613850	sra	SRX2650780	other	2017-03-17	19	7	SRR5354555	SRS2055970	SRP102089	GSM2541483	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613853	sra unknown_contigs	SRX2650777	other	2017-03-17	14	5	SRR5354552	SRS2055971	SRP102089	GSM2541480	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613849	sra	SRX2650781	other	2017-03-17	7	2	SRR5354556	SRS2055972	SRP102089	GSM2541484	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614633	sra unknown_contigs	SRX2650782	other	2017-03-17	10	3	SRR5354557	SRS2055973	SRP102089	GSM2541485	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613851	sra unknown_contigs	SRX2650779	other	2017-03-17	23	8	SRR5354554	SRS2055974	SRP102089	GSM2541482	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614631	sra unknown_contigs	SRX2650784	other	2017-03-17	17	6	SRR5354559	SRS2055975	SRP102089	GSM2541487	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614632	sra	SRX2650783	other	2017-03-17	64	23	SRR5354558	SRS2055976	SRP102089	GSM2541486	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614629	sra unknown_contigs	SRX2650786	other	2017-03-17	26	9	SRR5354561	SRS2055977	SRP102089	GSM2541489	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614630	sra unknown_contigs	SRX2650785	other	2017-03-17	67	24	SRR5354560	SRS2055978	SRP102089	GSM2541488	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614628	sra	SRX2650787	other	2017-03-17	12	4	SRR5354562	SRS2055979	SRP102089	GSM2541490	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614626	sra	SRX2650789	other	2017-03-17	9	3	SRR5354564	SRS2055980	SRP102089	GSM2541492	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614627	sra	SRX2650788	other	2017-03-17	7	2	SRR5354563	SRS2055981	SRP102089	GSM2541491	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614625	sra unknown_contigs	SRX2650790	other	2017-03-17	66	24	SRR5354565	SRS2055982	SRP102089	GSM2541493	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614622	sra	SRX2650793	other	2017-03-17	11	4	SRR5354568	SRS2055983	SRP102089	GSM2541496	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614620	sra	SRX2650795	other	2017-03-17	3	1	SRR5354570	SRS2055984	SRP102089	GSM2541498	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614624	sra	SRX2650791	other	2017-03-17	12	4	SRR5354566	SRS2055985	SRP102089	GSM2541494	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614623	sra unknown_contigs	SRX2650792	other	2017-03-17	22	8	SRR5354567	SRS2055986	SRP102089	GSM2541495	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614621	sra unknown_contigs	SRX2650794	other	2017-03-17	11	4	SRR5354569	SRS2055987	SRP102089	GSM2541497	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614618	sra	SRX2650797	other	2017-03-17	8	2	SRR5354572	SRS2055988	SRP102089	GSM2541500	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614617	sra	SRX2650798	other	2017-03-17	9	3	SRR5354573	SRS2055989	SRP102089	GSM2541501	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614619	sra unknown_contigs	SRX2650796	other	2017-03-17	32	12	SRR5354571	SRS2055990	SRP102089	GSM2541499	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614616	sra	SRX2650799	other	2017-03-17	13	4	SRR5354574	SRS2055991	SRP102089	GSM2541502	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614615	sra unknown_contigs	SRX2650800	other	2017-03-17	72	26	SRR5354575	SRS2055992	SRP102089	GSM2541503	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614610	sra	SRX2650805	other	2017-03-17	7	2	SRR5354580	SRS2055993	SRP102089	GSM2541508	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614614	sra	SRX2650801	other	2017-03-17	8	3	SRR5354576	SRS2055994	SRP102089	GSM2541504	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614613	sra unknown_contigs	SRX2650802	other	2017-03-17	78	28	SRR5354577	SRS2055995	SRP102089	GSM2541505	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614608	sra unknown_contigs	SRX2650807	other	2017-03-17	49	18	SRR5354582	SRS2055996	SRP102089	GSM2541510	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614607	sra unknown_contigs	SRX2650808	other	2017-03-17	73	26	SRR5354583	SRS2055997	SRP102089	GSM2541511	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614612	sra	SRX2650803	other	2017-03-17	11	4	SRR5354578	SRS2055998	SRP102089	GSM2541506	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614611	sra unknown_contigs	SRX2650804	other	2017-03-17	43	16	SRR5354579	SRS2055999	SRP102089	GSM2541507	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614609	sra unknown_contigs	SRX2650806	other	2017-03-17	17	6	SRR5354581	SRS2056000	SRP102089	GSM2541509	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614606	sra unknown_contigs	SRX2650809	other	2017-03-17	37	13	SRR5354584	SRS2056001	SRP102089	GSM2541512	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614447	sra unknown_contigs	SRX2650811	other	2017-03-17	43	15	SRR5354586	SRS2056002	SRP102089	GSM2541514	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614448	sra unknown_contigs	SRX2650816	other	2017-03-17	58	21	SRR5354591	SRS2056003	SRP102089	GSM2541519	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614446	sra unknown_contigs	SRX2650812	other	2017-03-17	77	28	SRR5354587	SRS2056004	SRP102089	GSM2541515	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614444	sra unknown_contigs	SRX2650814	other	2017-03-17	14	5	SRR5354589	SRS2056005	SRP102089	GSM2541517	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614445	sra unknown_contigs	SRX2650813	other	2017-03-17	19	7	SRR5354588	SRS2056006	SRP102089	GSM2541516	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614442	sra unknown_contigs	SRX2650818	other	2017-03-17	35	13	SRR5354593	SRS2056007	SRP102089	GSM2541521	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614440	sra	SRX2650820	other	2017-03-17	19	7	SRR5354595	SRS2056008	SRP102089	GSM2541523	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614437	sra unknown_contigs	SRX2650823	other	2017-03-17	14	5	SRR5354598	SRS2056009	SRP102089	GSM2541526	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614605	sra unknown_contigs	SRX2650810	other	2017-03-17	10	3	SRR5354585	SRS2056010	SRP102089	GSM2541513	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614604	sra unknown_contigs	SRX2650815	other	2017-03-17	17	6	SRR5354590	SRS2056011	SRP102089	GSM2541518	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614439	sra unknown_contigs	SRX2650821	other	2017-03-17	50	18	SRR5354596	SRS2056012	SRP102089	GSM2541524	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614441	sra	SRX2650819	other	2017-03-17	10	3	SRR5354594	SRS2056013	SRP102089	GSM2541522	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614438	sra unknown_contigs	SRX2650822	other	2017-03-17	25	9	SRR5354597	SRS2056014	SRP102089	GSM2541525	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614436	sra unknown_contigs	SRX2650824	other	2017-03-17	55	20	SRR5354599	SRS2056015	SRP102089	GSM2541527	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
